,CSD_ID,Huckel_SMI
24367,OQUGAJ,CCCCC1=N[N-](c2ccccc2Cl)->[Ni+2]234(<-N1=Nc1sc5ccccc5n->21)<-N(=NC(CCCC)=N->3N=c1sc2ccccc2[n-]->41)c1ccccc1Cl
24368,OQUGOX,CC1=C(C)[N-](O)->[Co+3]2(<-[Cl-])(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-n1ccncc1
24369,OQUGUD,CC1=C(C)[N-](O)->[Co+3]2(<-[Br-])(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-n1ccncc1
24370,OQUHAK,O=N1C2=C([N-](O)->[Co+3]<-13(<-N(=O)C1=C([N-]->3O)CCCC1)(<-n1ccncc1)<-n1ccncc1)CCCC2
24371,ORALAW,CC(C)N12CCN3(Cc4ccccn4->[Fe+2]<-1<-3(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)<-n1ccccc1C2)C(C)C
24372,ORALEA,CN12Cc3ccccn3->[Fe+2]<-13(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)<-n1ccccc1-c1cccc(C2)n->31
24373,ORAQAA,[O+]#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)C(CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1
24374,ORAQEE,C=C(P(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
24375,ORAREF,[Cl-]->[Pt+2]123(<-[Cl-])<-C=C->1CCC->2=C->3
24376,ORASIL,[O+]#[C-]->[Mn+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)C12CC3CC(CC(C3)C1)C2
24377,ORASOR,[O+]#[C-]->[Mn+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)C12CN3CN(CN(C3)C1)C2
24378,ORATAE,[O+]#[C-]->[Mn+3]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]2C(=C[N-]->1C13CN4CN(CN(C4)C1)C3)C=Cc1ccccc12
24379,ORAZEO,CC(C)OC12[O-]->[Cu+]<-1(<-S=2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24380,OREBAP,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[C-]#[N+]C(C)(C)C)<-[c-]23)C(C)C
24381,OREBET,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[N-]=C=O)<-[c-]23)C(C)C
24382,ORECEU,CCSC1=C(SCC)[N-](O)->[Co+3]2(<-[CH2-]c3ccccc3)(<-N1=O)(<-N(=O)C(SCC)=C(SCC)[N-]->2O)<-n1ccccc1
24383,ORECUK,CC1c2c3ccccc3cc[c-]2->[Pd+2](<-[Cl-])(<-N1(C)C)<-P(CC=CC#N)(c1ccccc1)c1ccccc1
24384,OREDEV,N#CCC1CP(c2ccccc2)(c2ccccc2)->[Pd+2](<-[I-])(<-[I-])<-P1(c1ccccc1)c1ccccc1
24385,OREDEW,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1cc(F)cc(F)c1-c1cnc4ccccc4n->21)<-[c-]1cc(F)cc(F)c1-c1cnc2ccccc2n->31
24386,OREDIA,CC1=CC(C)=O->[IrH+2]2(<-O=C(C)C=C(C)[O-]->2)(<-[O-]1)<-n1cc(-c2ccccc2)nc2ccccc21
24387,ORESIO,Oc1ccccc1C1=O->[Cd+2]234(<-O)(<-O=C->2([O-]->3)c2ccccc2O)(<-[O-]1)<-n1ccccc1-c1nc(-c2ccccn2)nc(-c2ccccn2)n->41
24388,ORESOU,Oc1ccccc1C1=O->[Zn+2]234(<-O=C([O-]->2)c2ccccc2O)(<-[O-]1)<-n1ccccc1-c1nc(-c2ccccn2)nc(-c2ccccn->32)n->41
24389,ORESUA,O=C([O-]->[Zn+2](<-O)(<-O)(<-O)(<-O)<-[O-]C(=O)c1ccc(Cl)cc1O)c1ccc(Cl)cc1O
24390,ORETAH,NC(=O)c1ccn(->[Zn+2]23(<-O)(<-O=C->2([O-]->3)c2cc(Cl)ccc2O)(<-[O-]C(=O)c2cc(Cl)ccc2O)<-n2ccc(C(N)=O)cc2)cc1
24391,OREYIU,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)P23c2ccccc2S(=O)(=O)[O-]->[Pd+2]<-3(<-[CH3-])<-O=S(C)C)c(C)c1
24392,OREYOA,COC1=O->[Pd+2]2(<-[CH2-]C1C)<-[O-]S(=O)(=O)c1ccccc1P->21N(c2c(C)cc(C)cc2C)CCN1c1c(C)cc(C)cc1C
24393,ORIHUU,CC(C)c1cccc(C(C)C)c1N1[C](->[Cu+]<-[Cl-])C(C)(CN(C)C)CC1(C)C
24394,ORIJAC,CC(C)c1cccc(C(C)C)c1N1[C](->[Cu+]<-[Cl-])C(C)(CI)CC1(C)C
24395,ORIJEG,O=[N-]->[Fe+2]123<-[C]4N5C=CN4CN4C=CN(CCN6C=CN(CN7C=CN(CC5)[C]->17)[C]->26)[C]->34
24396,ORIQIQ,CCC(C)CN->[Pt+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24397,ORIQUC,Cn1ccn(->[Co+3]234(<-N5=CC=CC5=C[N-]->2Cc2ccccc2N->3=Cc2ccc[n-]->42)<-n2ccn(C)c2)c1
24398,ORISOZ,[O+]#[C-]->[Os+2]12(<-n3ccccc3-c3nc(C(F)(F)F)n[n-]->13)(<-n1ccccc1-c1nc(C(F)(F)F)n[n-]->21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24399,ORIWOD,O=C1c2cccc3C(=O)[N-]4c5cccc6cccn(->[Ni+2]<-47(<-n23)<-n2cccc3cccc([N-]->71)c32)c56
24400,ORIZIZ,[Cl-]->[Ru+2]1234<-S5CCS->1CCS->2CCS->3CCS->4CC5
24401,OROBUT,CC1=CC(C)=O->[Ni+2]23(<-[O-]1)<-n1cccn1[B-](CS->2C(C)(C)C)(CS->3C(C)(C)C)c1ccccc1
24402,ORODEF,CC(C)P1(Oc2cccc3CN4(->[Ni+2]<-1(<-[Br-])<-[c-]32)CCOCC4)C(C)C
24403,ORODIJ,CCN1(CC)Cc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[Br-])<-[c-]23
24404,OROFEH,CC(C)P1(Oc2cccc3CN(C)(C)->[Ni+2]<-1(<-[Br-])<-[c-]32)C(C)C
24405,OROGUY,Cc1cc(C)n2->[Ir+3]3(<-O)(<-[Cl-])(<-[c-]4cc5ccccc5cc4-c2n1)<-[c-]1cc2ccccc2cc1-c1nc(C)cc(C)n->31
24406,ORONEP,[Cl-]->[Pt+2]12<-[C]3C=CC=CC3=P(c3ccccc3)(c3ccccc3)C->1=P(c1ccccc1)(c1ccccc1)c1cccc[c-]->21
24407,ORONOZ,CN(C)c1nc(-c2ccccc2)p(C([Si](C)(C)C)[Si](C)(C)C)(->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])n1
24408,ORONUF,CN(C)c1nc(-c2ccccc2)p(C([Si](C)(C)C)[Si](C)(C)C)(->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])n1
24409,OROQAO,C1CN2CCN3CCCN4->[Ag+]5(<-N(=C2C=43)C1)<-N1=C2C3=N->5CCCN3CCN2CCC1
24410,OROWOJ,CCP1(CC)CCN2CCP(CC)(CC)->[Fe+2]<-2<-1(<-[Br-])(<-[Br-])<-[C-]#[O+]
24411,ORUBAF,CC(C)N1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]<-[C]1N(CC(=O)NC(C)(C)C)C=NN1C(C)C
24412,ORUBEJ,CCN1N=CN(CC(=O)NC(C)(C)C)[C]1->[Ag+]1<-O=C(CN2C=NN(CC)[C]->12)NC(C)(C)C
24413,ORUCAG,CO->[Zn+2](<-[O-]C(=O)c1ccc(NN=C(C(C)=O)C(C)=O)cc1)(<-[O-]C(=O)c1ccc(NN=C(C(C)=O)C(C)=O)cc1)(<-OC)(<-OC)<-OC
24414,ORUFAK,CCCCCCSC1=NN(=Cc2cccs2)->[Pd+2]2(<-[S-]1)<-[S-]C(=NN->2=Cc1cccs1)SCCCCCC
24415,ORUFEO,[Cl-]->[Ru+2]12(<-[Cl-])(<-O=C3c4ccccc4CN3P->1(c1ccccc1)c1ccccc1)<-O=C1c3ccccc3CN1P->2(c1ccccc1)c1ccccc1
24416,ORUFOY,CN1C(=O->[Ru+2]2(<-[Cl-])(<-[Cl-])(<-O=C(c3ccccc3)N(C)P->2(c2ccccc2)c2ccccc2)<-P1(c1ccccc1)c1ccccc1)c1ccccc1
24417,ORUGAK,CC(C)C1(C)C(=O)N(C)C2c3cccc[c-]3->[Pd+2](<-[Br-])(<-N=21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24418,ORUHIT,CN1C=CN(C)[C]1->[Ag+]<-[C]1N(C)C=CN1C
24419,ORUHOZ,CN1C(Cl)=C(Cl)N(C)[C]1->[Ag+]<-[C]1N(C)C(Cl)=C(Cl)N1C
24420,ORUHUF,CN1C=CN(C)[C]1->[Au+]<-[C]1N(C)C=CN1C
24421,ORUJAN,CN1C(Cl)=C(Cl)N(C)[C]1->[Au+]<-[C]1N(C)C(Cl)=C(Cl)N1C
24422,ORUJUI,O=S1(=O)[O-]->[Cd+2]23(<-[S-]1)(<-n1ccccc1-c1ccccn->21)<-n1ccccc1-c1ccccn->31
24423,ORUKOC,c1ccc(N2CCN(c3ccccc3)P23c2ccccc2[S-]->[Pd+2]<-32<-[S-]c3ccccc3P->23N(c2ccccc2)CCN3c2ccccc2)cc1
24424,OSACOC,CP(C)(C)->[Co+3]1(<-[CH3-])(<-[Cl-])(<-O=CC2=[C-]->1CCCC2)<-P(C)(C)C
24425,OSAJID,CN1CCN(C)C1=S->[Ag+]1(<-O=S(=O)(c2ccc([N+](=O)[O-])cc2)[N-]->1S(=O)(=O)c1ccc([N+](=O)[O-])cc1)<-S=C1N(C)CCN1C
24426,OSALEA,c1ccn(->[Pt+2]23<-N4=C(N=c5cccc[n-]->25)c2ccccc2C4=Nc2ccccn->32)cc1
24427,OSALMO,CC1CN2=Cc3ccccc3[O-]->[Mo+6]<-23(<-[O-2])(<-[O-2])<-[O-]c2ccccc2C=N->31
24428,OSAREG,CCN(CC)C1=S->[Tc+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[S-]1)<-n1ccccc1
24429,OSEJAY,[Br-]->[Cu+]12<-S=P->1(Nc1ccccn->21)(c1ccccc1)c1ccccc1
24430,OSEJOM,CC(C)P12(Nc3ccccn3->[Cu+]<-1(<-[I-])<-[Se]=2)C(C)C
24431,OSELIJ,CCP(CC)(CC)->[Cu+]1(<-S=C([S-]->1)c1c(-c2ccccc2)cccc1-c1ccccc1)<-P(CC)(CC)CC
24432,OSELOO,c1ccc([Se-]->[Fe+2]23(<-[Se-]c4ccccc4)(<-n4cccc5ccc6cccn->2c6c54)<-n2cccc4ccc5cccn->3c5c42)cc1
24433,OSELOP,CCP(CC)(CC)->[Cu+]<-[c-]1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C
24434,OSELUV,CCP(CC)(CC)->[Cu+](<-[c-]1c(-c2ccccc2)cccc1-c1ccccc1)<-P(CC)(CC)CC
24435,OSERUB,CC1=CC(C)=C(C)C(=B(Cl)->[Ru](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[Si-](C)(C)C)<-P(C)(C)C)[C+]1C
24436,OSESAI,CC1=CC(C)=C(C)C(=B(Br)->[Ru+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[Si-](C)(C)C)<-P(C)(C)C)[C-]1C
24437,OSINUB,CC1=CC(C)=O->[Ni+2]2(<-[O-]1)<-N1=c3c(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc(=C(c5ccc[nH]5)c5c(F)c(F)c(F)c(F)c5F)n34)=CC1=C(c1c(F)c(F)c(F)c(F)c1F)c1ccc[n-]->21
24438,OSIPEN,[C]([C-3]->[Au+3]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1cccc2c1NSN2
24439,OSIPIR,CCN(CC)c1ccc2cc(C#[C-]->[Au+3]34<-[c-]5ccccc5-c5cccc(-c6cccc[c-]->36)n->45)c(=O)oc2c1
24440,OSIPUC,COc1ccccc1P(c1ccccc1)(c1ccccc1)->[Ir+3]1(<-[Cl-])(<-[C-]#[O+])(<-[O-][O-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1OC
24441,OSODAD,CC[NH+](CC)CC[N-]1[C+](C)[C-]2[CH+][CH-][CH+][C-]3[C+](C)[N-](c4c(C(C)C)cccc4C(C)C)->[Fe+2]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]23
24442,OSODIL,CC[NH+](CC)CC[N-]1[C+](C)[C-]2[CH+][CH-][CH+][C-]3[C+](C)[N-](c4c(C(C)C)cccc4C(C)C)->[Fe+4]<-1(<-[Br-])(<-[Br-])<-[N-]23
24443,OSOJEN,CC(C)N1C=CN2CCCN3C=CN(C(C)C)[C]3->[Pt+2]3(<-[C]21)<-[c-]1cc(C(F)(F)F)ccc1-c1cc(C(F)(F)F)n[n-]->31
24444,OSOKIS,C=C([N-2]->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-])[N+](CC)(CC)CC
24445,OSOKUE,CC[N+](CC)(CC)C([N-2]->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N#CC(C)C)=C(C)C
24446,OSOPIX,CS1c2cccc(-c3cccc4cc5cccc(-c6cccc(S(C)->[Mn+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c6)c5cc34)c2
24447,OSOPOD,[O+]#[C-]->[Mn+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccc(-c3cccc4cc5cccc(-c6cccn->1c6)c5cc34)c2
24448,OSOYIG,CC12C(=O)[O-]->[Co+3]34(<-O)(<-[O-]C1=O)<-[O-]C(=O)C(C)(C(=O)[O-]->3)c1cccc2n->41
24449,OSOZOM,[Cl-]->[Au+]<-P(c1ccccc1N1CCOCC1)(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
24450,OSUBOU,c1ccc(-c2ccc3CN45Cc6ccc(-c7ccccc7)[n-]6->[Fe+2]<-4(<-[n-]32)<-[n-]2c(C5)ccc2-c2ccccc2)cc1
24451,OSUBUA,Fc1cccc(F)c1-c1ccc2CN3Cc4ccc(-c5c(F)cccc5F)[n-]4->[Fe+2](<-[n-]21)<-[n-]1c(C3)ccc1-c1c(F)cccc1F
24452,OSUTOM,[Cl-]->[Ti+4]12(<-[Cl-])(<-[O-]c3c(C=N->1c1ccccc1)cccc3C1CCCCC1)<-[O-]c1c(C=N->2c2ccccc2)cccc1C1CCCCC1
24453,OSUVAB,CC1(C)CCc2cccc[c-]2->[Pd+2](<-[Cl-])(<-N1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24454,OSUYUY,Nc1cccc2c3[O-]->[Ru+4]45(<-[NH-]c6cccc(c([O-])c12)c63)(<-n1ccccc1-c1ccccn->41)<-n1ccccc1-c1ccccn->51
24455,OTAGIB,S=C=[N-]->[Fe+2]123(<-[N-]=C=S)<-n4ccccc4CS->1CCS->2Cc1ccccn->31
24456,OTAGUM,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-[c-]23)C(C)(C)C
24457,OTAGUN,[BH3-]C#N->[Fe+2]123(<-N#C[BH3-])<-n4ccccc4CS->1CCS->2Cc1ccccn->31
24458,OTAHUN,OC12=O->[Ag+]<-1(<-[O-]2)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
24459,OTAQIL,CC#N->[Cu+]1<-P(c2ccccc2)(c2ccccc2)c2ccccc2Oc2ccccc2P->1(c1ccccc1)c1ccccc1
24460,OTATUA,Cc1cccc(C)c1[N-2]->[Nb+3](<-[CH][Si](C)(C)C)(<-[O-]C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(<-P(C)(C)C)<-P(C)(C)C
24461,OTAXUD,[CH2-]CP(c1ccccc1)(c1ccccc1)->[Pt+4](<-[Cl-])(<-[Cl-])<-[Se-]c1ccccc1
24462,OTAYAK,[CH2-]CP(c1ccccc1)(c1ccccc1)->[Pt+4](<-[Cl-])(<-[Cl-])<-[Se-]C
24463,OTAYEO,[Cl-]->[Pt+2]1(<-[Cl-])<-S(CCP->1(c1ccccc1)c1ccccc1)c1ccccc1
24464,OTAYOY,Fc1cc(F)c(F)c(SCCP(c2ccccc2)(c2ccccc2)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(CCSc2c(F)c(F)cc(F)c2F)(c2ccccc2)c2ccccc2)c1F
24465,OTEFID,Cc1cccc(C)c1N1=Cc2ccccn2->[Zn+2]<-1(<-[Br-])<-[Br-]
24466,OTEFOJ,Oc1ccc(N2=Cc3ccccn3->[Pd+2]<-2(<-[Cl-])<-[Cl-])cc1
24467,OTEFUQ,[Cl-]->[Pd+2]12<-S=C3C=CC=CC3=N->1C=C1C=CC=C[N-]->21
24468,OTETEN,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2ccccc2-c2ccccn->12)<-[n-]1nnc(-c2ccccc2)n1
24469,OTETIR,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc3ccc4cccn->1c4c32)<-[n-]1nnc(-c2ccccc2)n1
24470,OTETOX,O=Cc1ccc(-c2nn[n-](->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4ccccc4-c4ccccn->34)n2)cc1
24471,OTEVAL,CC(=O)c1ccc(-c2nn[n-](->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4ccccc4-c4ccccn->34)n2)cc1
24472,OTEVIT,COC(=O)c1ccc(-c2nn[n-](->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4ccccc4-c4ccccn->34)n2)cc1
24473,OTEVOZ,COC(=O)c1ccc(-c2nn[n-](->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4cccc5ccc6cccn->3c6c54)n2)cc1
24474,OTIDEB,C[N-](C)->[Ti+4]12(<-N[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)<-[N-](C)C
24475,OTIDOL,C[N-](C)->[Zr+4]12(<-N[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)(<-n3cccn3[BH-](n3cccn->13)n1cccn->21)<-[N-](C)C
24476,OTIDUS,CC(C)(C)C1=CC(=O->[Pt+2]2(<-[O-]1)<-[c-]1ccnc3c4c(-c5ccccc5)cccc4c4cccn->2c4c31)C(C)(C)C
24477,OTIXOF,CC1=CC(C)=O->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]1)<-n1cc[nH]c1
24478,OTIYIB,CN12CCN3(C)Cc4cccc(-c5ccccc5O)c4[O-]->[Pd+2]<-1<-3<-[O-]c1c(C2)cccc1-c1ccccc1O
24479,OTIYOH,C1CC2=C(C1)SC(=C1SC3=S->[Pd]4(<-S=C3S1)<-S=C1SC(=C3SC5=C(CCC5)S3)SC1=S->4)S2
24480,OTOKUE,Fc1cccc(F)c1P1(CCP(c2c(F)cccc2F)(c2c(F)cccc2F)->[Pt+2]<-1(<-[c-]1ccccc1)<-[c-]1ccccc1)c1c(F)cccc1F
24481,OTOMAM,COc1ccccc1C1=C(P(->[Au+]<-[O-]S(=O)(=O)C(F)(F)F)(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12
24482,OTOPIY,Cc1c(C)[n+](C)c(P(->[Au+]<-[Cl-])=c2n(C)c(C)c(C)n2C)n1C
24483,OTOPOD,Cc1ccc(S2(=O)=O->[Ti+4]34(<-[O-]C(C)C)(<-[O-]S(=O)(c5ccc(C)cc5)=N->3CCN(CC[N-]->42)Cc2ccccc2)<-[N-](C)C)cc1
24484,OTOSUM,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Co+3](<-[N-]=O)(<-[N-]=O)<-[N-]1c1c(C(C)C)cccc1C(C)C
24485,OTOWOL,CC(=O)[O-]->[Zn+2]123(<-O)<-N4(C)CCCN->15CCN->2(C)CCCN->3(CC4)CC5
24486,OTOWUR,CC(=O)[O-]->[Zn+2]123(<-O)<-N4(C)CCN->15CCN->2(C)CCN->3(CC4)CC5
24487,OTOYAZ,CC(c1ccccc1)N1=Cc2c([O-]->[Zn+2]<-13<-[O-]c1ccc4ccccc4c1C=N->3C(C)c1ccccc1)ccc1ccccc21
24488,OTOYED,COc1ccc(C(C)N2=Cc3c([O-]->[Zn+2]<-24<-[O-]c2ccc5ccccc5c2C=N->4C(C)c2ccc(OC)cc2)ccc2ccccc32)cc1
24489,OTOYIH,COc1ccc(C(C)N2=Cc3c([O-]->[Zn+2]<-24<-[O-]c2ccc5ccccc5c2C=N->4C(C)c2ccc(OC)cc2)ccc2ccccc32)cc1
24490,OTUBOW,Sc1cccc2CP(c3ccccc3)(c3ccccc3)->[Pd+2]3(<-[S-]c12)<-[S-]c1c(S)cccc1CP->3(c1ccccc1)c1ccccc1
24491,OTUFOA,CC#N->[Ir+3]12(<-N#CC)(<-[c-]3ccccc3-c3ccccn->13)<-[c-]1ccccc1-c1ccccn->21
24492,OTUHER,[O-2]->[Mo+2]123(<-S=S->1)(<-S=S->2)<-[S-]CCN->3Cc1ccccn1
24493,OTUHUH,COc1ccccc1P(CCC(=O)O)(c1ccccc1OC)->[Pt+2]1(<-[Cl-])<-[O-]C(=O)CCP->1(c1ccccc1OC)c1ccccc1OC
24494,OTULAR,CC1[O-]->[Fe+2]23(<-O=C4C=1Sc1ccccc14)(<-O=C1C(=C(C)[O-]->2)Sc2ccccc21)<-OCCO->3
24495,OTULEV,CC1[O-]->[Pt+2]2(<-O=C3C=1Sc1ccccc13)<-[c-]1ccccc1-c1ccccn->21
24496,OTULUL,C[n+]1nn(-c2ccccc2)[c-](->[Pd+2](<-[Cl-])(<-[Cl-])<-[c-]2c(-c3ccccc3)[n+](C)nn2-c2ccccc2)c1-c1ccccc1
24497,OTUNOI,Cc1cc(C)n2->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3nc4ccccc4n3Cn12
24498,OTUQAW,CCP(CC)(CC)->[Pt+2](<-[Cl-])(<-[c-]1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)<-P(CC)(CC)CC
24499,OTUQAX,CC(C)(C)c1ccc2[NH-]->[Pt+4]3(<-[NH-]c4ccc(C(C)(C)C)cc4[NH-]->3)<-[NH-]c2c1
24500,OTUQEA,[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P1(c2ccccc2)P(c2ccccc2)P(c2ccccc2)P1c1ccccc1
24501,OTUQUR,CC1c2c(C)nc3c4c(=O->[Ru+2](<-[Cl-])(<-[Cl-])(<-N=1NC(=O)c1ccccc1)(<-n24)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)n(C)c(=O)n3C
24502,OTUSUS,CS1C[B-]2(c3ccccc3)n3cccn3->[Fe+2]<-134(<-n1cccn12)<-n1cccn1[B-](CS->3C)(c1ccccc1)n1cccn->41
24503,OTZPAG,N#C[S-]->[Ag+]<-S1CCNCCOCCNCCSCC1
24504,OVAGUP,CC(=O)C1=N[N-](c2ccccc2)->[Ru+4]23(<-[Cl-])(<-n4ccc(C(C)(C)C)cc4-c4cc(C(C)(C)C)ccn->24)<-n2cccc4cccc([N-]->31)c42
24505,OVAHAW,CC(=O)C1N=N(c2ccccc2)->[Ru+2]23(<-[Cl-])(<-N=1c1cccc4cccn->2c14)<-n1cccc2ccc4cccn->3c4c21
24506,OVANIJ,Cc1nc(-c2ccccc2)n2->[Zn+2]345(<-O=C->3(C)[O-]->4)<-n3c(-c4ccccc4)nc(C)n3[BH-](n12)n1c(C)nc(-c2ccccc2)n->51
24507,OVANIK,c1ccc2c(CCC34=O->[Zn+2]<-356(<-[O-]4)(<-n3cccc4ccc7cccn->5c7c43)<-n3cccc4ccc5cccn->6c5c43)c[nH]c2c1
24508,OVANOP,Cc1nc(-c2ccccc2)n2->[Zn+2]3(<-[O-]c4ccc([N+](=O)[O-])cc4)<-n4c(-c5ccccc5)nc(C)n4[BH-](n12)n1c(C)nc(-c2ccccc2)n->31
24509,OVAPEH,Cc1nc(-c2ccccc2)n2->[Zn+2]3(<-[O-]c4ccccc4)<-n4c(-c5ccccc5)nc(C)n4[BH-](n12)n1c(C)nc(-c2ccccc2)n->31
24510,OVAPIL,Cc1nc(-c2ccccc2)n2->[Zn+2]3(<-[S-]c4ccccc4)<-n4c(-c5ccccc5)nc(C)n4[BH-](n12)n1c(C)nc(-c2ccccc2)n->31
24511,OVAPOR,CC1=CC(C)=O->[Zn+2]23(<-[O-]1)<-n1c(-c4ccccc4)nc(C)n1[BH-](n1c(C)nc(-c4ccccc4)n->21)n1c(C)nc(-c2ccccc2)n->31
24512,OVAQIM,Cc1nc(C(C)(C)C)n2->[Zn+2]3(<-[S-]c4ccccc4)<-n4c(C)nc(C(C)(C)C)n4[BH-](n12)n1c(C)nc(C(C)(C)C)n->31
24513,OVAVEN,CCCCOc1cc2c(cc1OCCCC)N(Cc1ccccc1)[C](->[Ag+]<-[Cl-])N2Cc1ccccc1
24514,OVEPAI,CC1(C)C[CH2-]->[Pd+2]2(<-[O-]C(=O)C=N->21)<-n1ccccc1
24515,OVEPEL,CCc1ccc(N2=Cc3ccc4c5cccc6cccc(c7cc[c-](->[Pd+2]<-28<-S=C(OC)[S-]->8)c3c47)c65)cc1
24516,OVEPIP,CCc1ccc(N2=Cc3ccc4c5cccc6cccc(c7cc[c-](->[Pd+2]<-2(<-[Cl-])<-P(C)(C)C)c3c47)c65)cc1
24517,OVEPOV,CCc1ccc(N2=Cc3ccc4c5cccc6cccc(c7cc[c-](->[Pd+2]<-28<-S=C([S-]->8)N(CC)CC)c3c47)c65)cc1
24518,OVEPUB,CCc1ccc(N2=Cc3c4cccc5c6cccc7cccc(c(c[c-]3->[Pd+2]<-23<-S=C(OC)[S-]->3)c45)c76)cc1
24519,OVEQAI,CCCn1cc(-c2ccccc2)n(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3-c3ccccn->23)n1
24520,OVEQEM,Cn1cc(-c2ccccc2)n(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3-c3ccccn->23)n1
